race_id,race_title,race_distance,race_elevation
12067,UTTD Tierras del diablo 2024 - 42km,1330 M+,42 KM
12066,Kunanyi Mountain Run 2025 - kMR Mountain Run,1600 M+,25 KM
12063,INDIANA TRAIL 100 2024 - 100 mi,3220 M+,162 KM
12062,Hlaing YOMA Trail Run 2025 - Hlaing YOMA Trail Running,1000 M+,30 KM
12060,DYNAFIT  ANDORRA TRAIL 2024 - DYNAFIT ANDORRA TRAIL #lapalomera,1200 M+,17 KM
12058,AUDAX TRAIL TOUR 2025 edição RIOZINHO 2025 - DISTÂNCIA LONGA,1490 M+,33.6 KM
12056,outopia light trail race 6th yu shan 2024 - 18km,1120 M+,18 KM
12051,TRAIL ULTRA MUNTANYES COSTA DAURADA 2025 - MMCD 43KM - Maraton,1800 M+,43 KM
12049,Kunanyi Mountain Run 2025 - kMR Alpine Marathon,2436 M+,45.4 KM
12047,Tenerife Bluetrail by UTMB 2025 - TENERIFE BLUETRAIL 47k,2600 M+,47 KM
12045,St Off en Trail 2024 - Speed Trail des Coteaux - STC 10,460 M+,10 KM
12043,Bath 50 Challenge 2025 - 50KM Ultra March,1014 M+,50 KM
12035,TRAIL ULTRA MUNTANYES COSTA DAURADA 2025 - Utmcd - 66KM,3400 M+,66 KM
12034,Kunanyi Mountain Run 2025 - kMR Ultra Solo,3900 M+,66 KM
12033,Dalat Ultra Trail 2025 - DUT2025 - THE SUN (70km),2102 M+,70 KM
12014,Tour Du Nipalou 53km 2024 - Tour Du Nipalou 12km,500 M+,12 KM
12013,Trail da Ladeia 2024 - Trail Sprint,650 M+,20 KM
12011,COCONUCO TRAIL 2024 - Coconuco 20k,1668 M+,21 KM
12009,Défi des Couleurs 2024 - DÉFI DES COULEURS - 21 km SENTIER,299 M+,21 KM
12007,Valhöll Fin del Mundo by UTMB 2025 - EXPLORE 12K,684 M+,13.4 KM
11667,Mar del Plata Trail Run 2025 - 21k,710 M+,21 KM
11666,IZU Trail Journey 2024 - Around Alone 28k,1139 M+,28.9 KM
11662,wuyuan ancient road cross-country challenge race 2024 - 12km,650 M+,12 KM
11659,CxM Tolox - Corazón de la Sierra de las Nieves 2024 - Open CxM Tolox,674 M+,12.4 KM
11658,CROSS KAMPINOS 2024 - 13km,50 M+,13 KM
11649,Piccolo Trail delle Bregonze 2024,820 M+,21.5 KM
11643,CUATRO MINAS ENDURANCE RUN 2025 - Summits Del Negro,2715 M+,30 KM
11640,DESAFIO ICHURA 2024,832 M+,22 KM
11635,Brecon to Cardiff  2025 - Brecon to Cardiff Xtreme,2680 M+,75 KM
11619,The Coffee Trails 2024 - 35km,1815 M+,36.3 KM
11611,NAM NAO GEOPARK TRAIL  2024 - NNT23,963 M+,23 KM
11609,Mount Glorious Mountain Trails 2024,1200 M+,22 KM
7330,Cursafosca 2023 - Trail Cursafosca,1128 M+,22.4 KM
12600,UTSM - Ultra Trail São Mamede 2025 - UTSM 15 K+,540 M+,15.4 KM
12598,Tour de Hvar 2025 - Short,450 M+,13.3 KM
12597,UTLAC 15K 2025,740 M+,13.5 KM
12595,Trail des vosges saonoises 2025 - Trail du loup,670 M+,17.5 KM
12593,XVII XtremeLagos de Covadonga 2025 -  TrailXtreme,1097 M+,14 KM
12587,Genova Trail  2025 - Genova City Trail,1000 M+,19.5 KM
12585,TRAIL DES AVENS 2025 - 16 km,510 M+,16 KM
12583,Groeneloper Run 2025 - Groeneloper Run - Halve Marathon,89 M+,21.1 KM
12582,Périgord Grand Trail 2025 - TRACE DU CINGLE,350 M+,16 KM
12578,Vilnius Trail Run 2025 - 21-KM,658 M+,20.5 KM
12577,Bodom Trail 2025,500 M+,21 KM
12572,ULTRA WYSOCZYZNA 2025 - KWIK DZIKA (SQUEAL OF THE BOAR) 22 K,800 M+,22 KM
12568,Tour de Hvar 2025 - Middle,690 M+,22.3 KM
12567,Le Passage du Viaduc 2025,725 M+,25 KM
12565,The KvK 2025,1000 M+,23.9 KM
12564,XII Desafio Calar Del Rio Mundo 2025 2025 - 25K,1200 M+,25.1 KM
12562,Trail de Chimay 2025 - Trail de Chimay 24km,367 M+,24 KM
12558,Suffer on Centennial 2025,550 M+,25 KM
12557,Grand Raid Ventoux by UTMB 2025 - GRV - 20K,1200 M+,28 KM
12555,THE KIRIWONG TRAIL 2025 - TKT 25K,1101 M+,25 KM
12553,Skyrace Pic de l'Orri 2025 - Trail 25k,1500 M+,26 KM
12548,TRAIL FISGAS DE ERMELO 2025 - TRAIL LONGO,1800 M+,33 KM
12544,Le Radicatrail 2025 - Le Trail Légendaire,1010 M+,36 KM
12542,KISSAVOS MARATHON RACE 2025,2450 M+,40 KM
12541,CHIOS HARDSTONE TRAIL 2025,2330 M+,42 KM
12539,"TRAIL DES AVENS 2025 - 30,8 km",810 M+,30.8 KM
12535,Genova Trail  2025 - Genova Trail Marathon,2750 M+,46 KM
12533,TRAIL CALAMOCHOS 2025 - KV PUERTO DEL ALACRÁN,950 M+,5.3 KM
12532,Trail de Chimay 2025 - TRAIL DE CHIMAY 34KM,701 M+,34 KM
12526,North Sea Ultra - Sylt 2025 - North Sea Ultra Relay - Relay 3,50 M+,40.5 KM
12524,Le Radicatrail 2025 - Le Trail Intense,1545 M+,63 KM
12522,Boka Bay Trail 2025 - Gray Course,3900 M+,82 KM
12520,Trail de Montaigu 2025 - Trail découverte de Montaigu,260 M+,9 KM
12517,Pieniny Ultra-Trail 2025 - Hardy Rolling,530 M+,10.6 KM
12516,"TRAIL DES AVENS 2025 - 44,7 km",1400 M+,44.7 KM
12514,CROSS KAMPINOS 2025 - Kampinoska Setka 100km,300 M+,100 KM
12512,ESTRELA GRANDE TRAIL 2025 - ESTRELA ORION BELT,2500 M+,49 KM
12508,Trail de Chimay 2025 - Trail de Chimay 50km,1181 M+,50 KM
12507,Hg TRAIL Idrija 2025 - Laufar,2845 M+,50 KM
12505,Fruška Gora Trail 2025 - Ultra Trail,3605 M+,108 KM
12501,Légend Ardennes Trail 2025 - Légend Ardennes Trail 100 KM,3500 M+,111 KM
12497,ULTRA WYSOCZYZNA 2025 - WYCIE WILKA (HOWLING OF THE WOLF) 52 K,1100 M+,52 KM
12495,MIUT® - Madeira Island Ultra-Trail® 2025 - MIUT 115,6640 M+,117.6 KM
12490,THE KIRIWONG TRAIL 2025 - TKT 50K,2652 M+,53 KM
12489,Ledang Climbathon 2025 - 14 KM Climbathon,1520 M+,14 KM
12487,"Ferriere Trail Festival 2025 - FCR, Ferriere Classic Ring, 57",3060 M+,57 KM
12479,Tengri Ultra 2025 - Sprint 7,110 M+,7 KM
12476,Vilnius Trail Run 2025 - 70+KM,2016 M+,71.6 KM
12470,Le Radicatrail 2025 - Le Crazy Défi,5247 M+,195 KM
12464,Pieniny Ultra-Trail 2025 - Chyża Durbaszka,910 M+,20.6 KM
12457,BTR Ultra 2025 - BTRU 100KM,7244 M+,106.2 KM
12455,Fruška Gora Trail 2025 - TRAINEE SOUTHERN TRAIL,898 M+,22 KM
12453,TRAIL VALL DE RIBES 2025 - 23K,1900 M+,23 KM
12452,Donnersberg Trail 2025 - Imsbacher Gruben-Trail,1138 M+,23 KM
12450,TRAIL DES DAHUS SALLANCHARDS 2025 - Les Dahus Courtisans,1700 M+,24 KM
12448,The Canyons Endurance Runs By  Utmb® 2025 - 25K,850 M+,25 KM
12446,Mount Yun by UTMB 2025 - UMY 100M,6379 M+,161.6 KM
12445,Trail du Chardon  2025 - L'écossaise,500 M+,29 KM
7329,Solang SkyUltra 2023 - Solang SkyUltra - 30k,2000 M+,30 KM
7328,LA TRIPLE CORONA 2023 - Triple Corona,1745 M+,23 KM
12839,London 2 Brighton Challenge 2025 - 100 KM CHALLENGE 2 DAYS,2000 M+,100 KM
12837,Ultramaraton Babia Góra 2025 - Ultramaraton 4xBabia Góra,3800 M+,55 KM
12833,Sulphur Springs Trail Race 2025 - Sulphur Springs Trail Race 100k,2450 M+,100 KM
12831,Trail du Gypaète 2025 - La Gypaète,3610 M+,56.9 KM
12829,Oh Meu Deus 2025 - K50+,3270 M+,57.8 KM
12826,Ultra Maratona Caminhos Do Tejo 2025 - Maratona,1220 M+,58 KM
12818,Trail Karpatia 2025 - Medium,4200 M+,67 KM
12817,Con Dao Run Challenge  2025,2645 M+,70 KM
12811,NUTS Karhunkierros 2025 - 13 km,430 M+,13 KM
12809,LA TRANSJU'TRAIL 2025 - Le Relais 82 km de la Transju'trail,3685 M+,83 KM
12800,La Bri'zeuse 2025 - La J'enpeuplus,580 M+,16 KM
12799,mozart 100 by UTMB 2025 - mozart Ultra,4700 M+,92 KM
12797,South Downs 100 K 2025 - South Downs 100 miles,3500 M+,160 KM
12794,Scenic Trail 2025 - K130 Ultra,9500 M+,130 KM
12793,Ultra Maratona Caminhos Do Tejo 2025 - 145km,1580 M+,144.2 KM
12792,TRAIL LES 3 MONTS 2025 - Mont Chauve,1000 M+,17 KM
12788,Oh Meu Deus 2025 - Viriatus,10340 M+,195.7 KM
12784,Dolomiti Extreme Trail 2025 - 103K,6460 M+,96.9 KM
12767,Ultra Trail Grand Colombier 2025 - UTGC 120KM - RELAIS 4,1500 M+,25 KM
12765,Ultra-Trail Great Wall by UTMB 2025 - 100K,4173 M+,103.7 KM
12763,Stuiben Trailrun 2025 - Stuiben Trail 24K,1700 M+,26.1 KM
12757,Rinjani 100 2025 - 162 KM,15064 M+,162 KM
12756,Transylvania 100 2025 - 30K,2260 M+,30.1 KM
12754,ULTRA TRAIL SAVINJA 2025 - 6. ULTRA TRAIL SAVINJA 168 KM,6024 M+,168 KM
12747,NUTS Karhunkierros 2025 - 34K,919 M+,35.7 KM
12745,DESAFIO ULTRA EL CAINEJO 2025 - Nuevo Cainejo,3200 M+,36 KM
12744,Girls Round 100 2025 - 40K,1230 M+,40 KM
12742,ULTRA TRAIL SAVINJA 2025 - 6. ULTRA TRAIL SAVINJA 95 km,4252 M+,95 KM
12740,TRAIL LES 3 MONTS 2025 - LES 3 MONTS,2500 M+,42 KM
12736,OTSO Travessa d'Encamp 2025 2025 - 42K,2946 M+,42 KM
12720,BTR Ultra 2025 - BTRU 15 KM,933 M+,15.7 KM
12719,La Bri'zeuse 2025 - L'Ultra Bri'zeuse,1400 M+,50 KM
12718,Grand Raid 73 2025 - Le Bauju,3400 M+,50 KM
12714,Triton Trail 2024 2025 - Triton Trail 18,862 M+,18 KM
12713,Transylvania 100 2025 - 50K,3160 M+,50.1 KM
12706,"Triton Trail 2024 2025 - Triton Trail 63km Team of 3 - ""Középső kör""",1100 M+,21.6 KM
12700,La Corriolera 2025,1000 M+,23 KM
12699,Mountain Ultra Trail by UTMB® 2025 - MUT 60 by UTMB,3050 M+,58 KM
12697,Ultra X 110 Finland  2025 - Ultra X 60 Finland,1245 M+,59 KM
12696,"The Fox Trail 20K, 41K & 62K   2025 - 62K",760 M+,62 KM
12690,CROSS LA PEDRIZA 2025 - XXXII CROSS DE LA PEDRIZA,1700 M+,26 KM
12687,Oro Trail Race 2025,1450 M+,26.5 KM
12686,BTR Ultra 2025 - BTRU 30 KM,1205 M+,28.9 KM
12679,UTRECHTSE HEUVELRUG ULTRA TRAIL 2025 - Utrechtse Heuvelrug Ultra Trail (75km),1000 M+,75 KM
12673,Transylvania 100 2025 - 80K,4720 M+,81 KM
12672,ESTRELA GRANDE TRAIL 2025 - ESTRELA TAUROS,1500 M+,33 KM
12668,Ultra Trail Du Temple 2025 - Centurion,1200 M+,38 KM
12662,ULTRA BOUCLE DE LA SARRA 2025 - Boskoop Talc,594 M+,15 KM
12660,Girls Round 100 2025 - 100 miles,4800 M+,160 KM
12659,Mountain Ultra Trail by UTMB® 2025 - MUT Miler by UTMB,8100 M+,163 KM
12657,Tengri Ultra 2025 - Long 50,580 M+,51 KM
12654,Montanaro Trail 2025 - Montanaro Trail La50,3660 M+,51.6 KM
12652,Ultra-Trail® Malopolska 2025 - UTM 240,12880 M+,250 KM
12649,MERAPOH RAINFOREST TRAIL  2025,2012 M+,100 KM
12648,Northants Ultra 2025,1300 M+,55.7 KM
12463,Sardinia Trail 2025,4285 M+,100.8 KM
12461,Festiwal Biegów Górskich 3xKopa 2025 - Dwudziestka Karlika,1150 M+,21 KM
7327,MANNO MOUNTAIN MADNESS 2023 - Short Category,2230 M+,43.5 KM
13035,ILALO VOLCANO TRAIL 2025 - El Valle Ancestral 28K,2100 M+,28.1 KM
13030,The Alpaca Race 2025 - 3 Loops,1950 M+,31.8 KM
13026,Pale Hero Trail 2025,2500 M+,36 KM
13025,Race To The King 2025 - Race to the King - 50k Castle Loop,1040 M+,52.7 KM
13017,ILALO VOLCANO TRAIL 2025 - 5KM,400 M+,5 KM
13012,Trail de la grande champagne - Estival 2025 - La caburotte,1890 M+,55 KM
13005,Lake District Challenge 2025 - Lake District - 2nd Half,1170 M+,51.3 KM
12999,TURMALINA ULTRA RUN 2025 - TURMALINA ULTRA RUN 53K,2580 M+,53 KM
12998,The Arctic Triple Lofoten Ultra-Trail® 2025 - 100 miles RELAY,7050 M+,166 KM
12994,Cotswold  Challenge 2025 - 3/4 Quarters,1650 M+,76 KM
12990,Ultra Wales 2025,3394 M+,80 KM
12985,Kernave Trail  2025 - Trail Sprint,300 M+,10 KM
12982,Con Dao Run Challenge  2025,697 M+,10 KM
12979,Trail de Haute Provence 2025 - THP30,1121 M+,28.1 KM
12969,Trail de Haute Provence 2025 - THP40,1381 M+,43.1 KM
12644,Amazean Jungle Thailand by UTMB 2025 - BETONG 100M,5720 M+,111 KM
12642,ULTRA BOUCLE DE LA SARRA 2025 - Fuji Talc,2887 M+,72 KM
12638,NUTS Karhunkierros 2025 - 83K,2165 M+,86.3 KM
12636,Tour de Hvar 2025 - Long,2800 M+,66 KM
12632,TRAIL DU MONT CHAUVE 2025 - LA 1000D,1025 M+,23 KM
12631,Krash Trail 2025 - Krash 33,1280 M+,32.5 KM
12623,TRAIL DU MONT CHAUVE 2025 - LA 52,1900 M+,52 KM
12620,Innsbruck Alpine Trailrun Festival 2025 - VTC - Vertical,1350 M+,7.3 KM
12618,Innsbruck Alpine Trailrun Festival 2025 - K7 - Night Trail,250 M+,7.3 KM
12612,Isle of Wight Challenge 2025 - FULL ISLAND CHALLENGE - 2 DAY,2101 M+,106 KM
12611,Trail de Chimay 2025 - Trail de Chimay 11km,161 M+,11 KM
12609,KISSAVOS MARATHON RACE 2025 - Kissavos Path Race,480 M+,12 KM
12603,TRAIL DES DAHUS SALLANCHARDS 2025 - Les Dahus Affolés,850 M+,14 KM
12601,Corendon Tahtali Run To Sky 2025 - KemeRun,380 M+,12 KM
12591,Vilnius Trail Run 2025 - 15-KM,480 M+,14.9 KM
12589,Trail de Montaigu 2025 - Trail Classique de Montaigu,460 M+,18 KM
12579,Urme Pe Play 2025 - UPP Semi Marathon,1000 M+,22 KM
12576,TRAIL FISGAS DE ERMELO 2025 - TRAIL CURTO,1250 M+,22 KM
12570,Trail du Grand Ballon 2025 - Trail du Grand Ballon 24km,1104 M+,24 KM
12560,Trail du Mont Dardon 2025 - Le Grand Dardon,850 M+,27 KM
12551,Hg TRAIL Idrija 2025 - Bergmandlc,1410 M+,27 KM
12550,Trail du Grand Ballon 2025 - Trail du Grand Ballon 33km,1499 M+,33 KM
12549,Corendon Tahtali Run To Sky 2025 - Run To Sky,2680 M+,27 KM
12545,Périgord Grand Trail 2025 - TRACE POURPRE,800 M+,29 KM
12538,Urme Pe Play 2025 - UPP Marathon,2300 M+,42 KM
12530,Ultra Geira Romana 2025,2300 M+,50 KM
12528,Urme Pe Play 2025 - UPP Ultra Marathon,3200 M+,57 KM
12527,Boka Bay Trail 2025 - Red Course,3130 M+,59 KM
12519,Donnersberg Trail 2025 - Short-Trail,494 M+,10.5 KM
12509,The Canyons Endurance Runs By  Utmb® 2025 - 100K,3750 M+,100 KM
12503,Run To The Sea - Brighton 2025,700 M+,50.4 KM
12500,Skyrace Pic de l'Orri 2025 - Trail 50k,3500 M+,51 KM
12492,Fruška Gora Trail 2025 - Ultra Extreme Trail,4950 M+,134 KM
12486,KDRTRAIL 2025 - INSTINTO SALVAJE,650 M+,16 KM
12484,BTR Ultra 2025 - BTRU 60 KM,3972 M+,61.4 KM
12483,Boka Bay Trail 2025 - Green Course by SIRO,800 M+,16.8 KM
12481,Le Radicatrail 2025 - Le Super Défi,4836 M+,178 KM
12477,Trail du Grand Ballon 2025 - Trail du Grand Ballon 19km,844 M+,19 KM
12473,TRAIL CALAMOCHOS 2025 - MEDIA MARATÓN,1050 M+,19.5 KM
12471,ULTRA WYSOCZYZNA 2025 - RYK JELENIA (ROAR OF THE DEER) 80 K,1900 M+,80 KM
12467,Rock N'Trail 2025 - 20kms Rock N'Trail,513 M+,20 KM
12466,DARK SKIES 100K 2025,3461 M+,100 KM
7326,Baldo Trail Fest 2023 - Medium Baldo,1950 M+,30 KM
7325,TRAIL MONTE CASTO 2023 - 44 KM,2040 M+,44.6 KM
12790,Oh Meu Deus 2025 - 100 Milhas OMD,8530 M+,156.8 KM
12786,Heuvelland Wine Trail 2025 - 20km,340 M+,20 KM
12785,"The Fox Trail 20K, 41K & 62K   2025 - 20K",203 M+,20 KM
12782,Oh Meu Deus 2025 - K100+,5770 M+,99.8 KM
12779,Ecotrail Oslo 2025 - Ecotrail Oslo 21 km,186 M+,21 KM
12778,Transylvania 100 2025 - 20K,1070 M+,21.8 KM
12776,La Bri'zeuse 2025 - La Cramp'assurée,750 M+,23 KM
12775,Grand Raid 73 2025 - Petit Savoyard,1250 M+,23 KM
12773,OXFAM TRAILWALKER 2025 - 2025 OXFAM TRAILWALKER 25K,1342 M+,23.5 KM
12771,London 2 Brighton Challenge 2025 - 1ST QUARTER CHALLENGE,500 M+,25 KM
12769,Ultra Trail Grand Colombier 2025 - UTGC 80KM - RELAIS 2,1500 M+,25 KM
12761,Trail Valle del Esva 2025 - Media Distancia Trail,1300 M+,26.7 KM
12759,Ultra Trail Grand Colombier 2025 - UTGC 80KM - RELAIS 1,1100 M+,30 KM
12758,Ultra Trail Grand Colombier 2025 - UTGC 120KM - RELAIS 3,1100 M+,30 KM
12752,Ultra-Trail Snowdonia by UTMB® 2025 - UTS 100M,9500 M+,168 KM
12750,Trail Alsace Grand Est by UTMB 2025 - Ronde des Pages,300 M+,17 KM
12739,Ultra-Trail Australia™ by UTMB® 2025 - UTA11,747 M+,12.1 KM
12738,Jurassic Coast Challenge 2025 - 100km 2 Day,2050 M+,100 KM
12734,Durona Trail 2025 - Durona Trail Marathon,2650 M+,43 KM
12733,Trilhos Luso Bussaco 2025 - TRILHOS LUSO BUSSACO 10K,500 M+,10 KM
12731,Ultra Trail Grand Colombier 2025 - 42KM BY MAC SPORT,2000 M+,44 KM
12729,Ultra Trail Du Temple 2025 - Gladiator,500 M+,12 KM
12728,Perimetrail de Arguis 2025 - Trail de las Calmas,700 M+,14 KM
12726,DESAFIO ULTRA EL CAINEJO 2025 - Desafío Ultra El Cainejo,5485 M+,48.6 KM
12724,La Corriolera 2025 - La mitja Corriolera,500 M+,15 KM
12722,ESTRELA GRANDE TRAIL 2025 - ESTRELA URSA MINOR,800 M+,15 KM
12717,"TRAIL DES AVENS 2025 - 17,5",610 M+,17.5 KM
12710,Ecotrail Oslo 2025 - Ecotrail Oslo 50 km,1026 M+,51 KM
12709,Untangodo Skyrace 2025 - 2025 Untangodo Skyrace 20K,1005 M+,20 KM
12705,OXFAM TRAILWALKER 2025 - 2025 OXFAM TRAILWALKER 50K,3315 M+,53.6 KM
12703,Leavenworth Ski Hill 55k 2025,2214 M+,55 KM
12702,London 2 Brighton Challenge 2025 - London 2 Brighton -1st Half,620 M+,58 KM
12694,Ultra-Trail® Malopolska 2025 - UTM 64,4030 M+,65 KM
12692,Montanaro Trail 2025 - Montanaro Trail La25,1460 M+,25.4 KM
12684,FunTrails Round Minano 2025 - 30k,1420 M+,30 KM
12683,Grand Raid 73 2025,5300 M+,73.5 KM
12680,Les Foulées De Gruffy 2025 - Trail Chéran Semnoz,2000 M+,31 KM
12678,"TRAIL DES AVENS 2025 - 31,4",1200 M+,31.4 KM
12675,OTSO Travessa d'Encamp 2025 2025 - 80K,5449 M+,81 KM
12670,Ecotrail Oslo 2025 - Ecotrail Oslo 80 km,1991 M+,82 KM
12666,Grand Raid 73 2025 - L'Ultra des Bauges,7660 M+,110 KM
12665,Tour de Hvar 2025 - Salomon Marathon,1755 M+,42 KM
12663,TRAIL DES MAURES 2025 - MARATHON DES MAURES,2283 M+,42 KM
12655,Ultra-Trail® Malopolska 2025 - UTM 170,8640 M+,171.8 KM
12647,ULTRA BOUCLE DE LA SARRA 2025 - Braeburn Talc,1529 M+,37.9 KM
12645,NUTS Karhunkierros 2025 - 55K,1620 M+,58 KM
12640,Bocaina Park Trail 2025 - 70k,3217 M+,71 KM
12634,La Corriolera 2025 - La Corriolera curta,283 M+,8 KM
12630,PCT 50 (Pacific Crest Trail 50) 2025,2624 M+,80 KM
12629,LE CABO VERDE TREG 2025 - CABO VERDE TRAIL,2500 M+,40 KM
12627,Backen i trädgården 2025,3300 M+,45 KM
12626,THE KIRIWONG TRAIL 2025 - TKT 10K,411 M+,10 KM
12622,Tengri Ultra 2025 - Ultra 100,1700 M+,100 KM
12621,Ultra Trail Du Temple 2025 - King,4500 M+,100 KM
12614,Trail des Coursières 2025 - Ultra-Trail des Coursières - 100 KM,4200 M+,104 KM
12608,Vilnius Trail Run 2025 - 108+KM,3384 M+,110.4 KM
12967,U. La Pinilla 2025 - Maratón Trail por etapas La Pinilla,2825 M+,43.5 KM
12964,Okushinano100 2025 - 100K,4680 M+,100.8 KM
12962,The Maverick Peaks Merlin 2025 2025 - The Maverick Peaks Merlin 100km,2840 M+,101 KM
12961,The Alpaca Race 2025 - 10 Loops,6500 M+,106 KM
12959,U. La Pinilla 2025 - U. La Pinilla por etapas,3895 M+,63.5 KM
12955,Hochkönigman 2025 - Endurance Trail,5030 M+,84.2 KM
12948,SWISS CANYON TRAIL 2025,699 M+,17 KM
12947,Scenic Trail 2025 - K18 Walk & Run,1150 M+,18 KM
12943,Augusto trail 2025 - Augusto découverte,300 M+,10 KM
12941,Ultramaraton Babia Góra 2025 - 2xBabia Góra SkyRace®,1700 M+,20 KM
12938,South Downs 100 K 2025 - 100k,2410 M+,100 KM
12937,Mountain Ultra Trail by UTMB® 2025 - MUT Lite,260 M+,11 KM
12933,Top Dolomites Trail Run 2025 - Medio Trail,1550 M+,22 KM
12932,OTSO Travessa d'Encamp 2025 2025 - 12K,1076 M+,14 KM
12928,GUILLERIES XTRAIL MARATHON 2025 - GUILLERIES_XTRAIL16K,750 M+,16 KM
12926,Augusto trail 2025 - Augusto,650 M+,17 KM
12925,mozart 100 by UTMB 2025 - mozart Half Marathon,1000 M+,23 KM
12915,DESAFIO PICO DO URUBU 2025 - DESAFIO PICO DO URUBU - 21K,1490 M+,21 KM
12912,Le Havre Urban Trail 2025 - 21km,500 M+,21 KM
12911,South Downs 100 K 2025 - UK Ultra Half Marathon,700 M+,21 KM
12909,Salomon Ultra-Trail® Hungary 2025 - Salomon Visegrad Trail,1063 M+,29.8 KM
12905,Granite Peaks Races 2025 - Granite peaks 25,1118 M+,24.7 KM
12904,Lake District Challenge 2025 - FIRST QUARTER CHALLENGE,1 M+,30 KM
12902,TECHNI TRAIL TIRANGES 43 2025 - TTT 25KM,1282 M+,25 KM
12900,Trail du Gypaète 2025 - La Circaète,1570 M+,31 KM
12898,GIFT - Genarps IF Trail 2025 - GIFT 25K,550 M+,25.1 KM
12896,Le Trail des Hobbits 2025 - La Comtoise,700 M+,31 KM
12895,Scenic Trail 2025 - K31 Skyrun,1800 M+,31 KM
12891,Efeler Yolu Ultra 2025 - EFELER YOLU 30K,1335 M+,33.5 KM
12890,SWISS CANYON TRAIL 2025,1380 M+,33 KM
12888,DESAFIO PICO DO URUBU 2025 - DESAFIO PICO DO URUBU - 34K,2000 M+,34 KM
12886,Dolomiti Extreme Trail 2025 - DXT 35K,2500 M+,35 KM
12882,ILALO VOLCANO TRAIL 2025 - KM Vertical - El Cráter,700 M+,4.8 KM
12880,Trail La Clinique Du Coureur 2025 - 5KM TRAIL LCDC,149 M+,4.9 KM
12879,Trail Karpatia 2025 - Marathon,2500 M+,40 KM
12877,Horský maratón bratstva 2025 - HMB42: JARNÝ MARATÓN,1133 M+,42.2 KM
12875,LA TRANSJU'TRAIL 2025 - Le 42km de la Transju'trail,2180 M+,41.7 KM
12873,DESAFIO PICO DO URUBU 2025 - DESAFIO PICO DO URUBU - 50K,3125 M+,50 KM
12865,Efeler Yolu Ultra 2025 - EFELER YOLU 50K,2705 M+,53.9 KM
12863,Travesera Integral Picos de Europa 2025 - Traveserina 46K,3160 M+,46 KM
12857,Lake District Challenge 2025 - Lake District - 1st Half,1210 M+,49.1 KM
12849,Con Dao Run Challenge  2025,2123 M+,50 KM
12847,Heuvelland Wine Trail 2025 - 10km,190 M+,10 KM
12844,TRANS MOUNT LAMBAK TRAIL 2025 (TMLT2025) 2025 - 10KM,900 M+,10 KM
12842,Okushinano100 2025 - 50K,2390 M+,52.4 KM
12841,SWISS CANYON TRAIL 2025,2632 M+,53 KM
12827,London 2 Brighton Challenge 2025 - London 2 Brighton - Full,1330 M+,100.9 KM
12825,Trail Karpatia 2025 - Vertical KM,900 M+,6 KM
12824,Transylvania 100 2025 - 100K,6860 M+,102.4 KM
12822,La Picón Castro 2025 - Ultra Picón Castro 2025,3900 M+,62 KM
12820,Kriska Gora Trail 2025 - Gams,990 M+,11.7 KM
12819,Ultra X 110 Finland  2025,2243 M+,110 KM
12815,Trail du Gypaète 2025 - Les 3 Lacs,4950 M+,76.6 KM
12813,LA TRANSJU'TRAIL 2025 - Le 82 km de la Transju'trail,3700 M+,82 KM
12806,Heuvelland Wine Trail 2025 - 15KM,270 M+,15 KM
12804,TRANS MOUNT LAMBAK TRAIL 2025 (TMLT2025) 2025 - 6 HOURS,510 M+,15 KM
12803,TRAIL LES 3 MONTS 2025 - Mont MACARON,800 M+,15 KM
7324,Matanao Mountain Marathon 2023 - 6km Beginners,300 M+,6 KM
13016,TokyoGrandTrail 2025 - TokyoGrandTrail 110km,8130 M+,114 KM
13015,Trail de Haute Provence 2025 - THP120,5820 M+,124.4 KM
13014,Cotswold  Challenge 2025 - Cotswold Challenge -1st half,1470 M+,54.1 KM
13011,LA TRANSJU'TRAIL 2025 - Le 5km de la Transju'trail,100 M+,5 KM
13008,Volvic Volcanic Expérience 2025 - Trail Expérience Pierre de Lave,450 M+,15 KM
13006,Nordmarka Skogsmaraton  (Nordmarka Forest Marathon) 2025 - Nordmarka Skogsmaraton - Ultra,1195 M+,63.3 KM
13004,TokyoGrandTrail 2025 - TokyoGrandTrail 160km,11000 M+,159 KM
13003,Ultra-Trail® Serra Da Freita 2025 - Ultra Serra da Freita,4056 M+,66 KM
13000,Podbrdo Trail Running Festival 2025 - UTP 70+ km,3651 M+,69.7 KM
12996,DoppiaW Ultra 2025 - TrailW70,5150 M+,70 KM
12995,Trail de Haute Provence 2025 - THP160,7320 M+,168 KM
12993,Salomon Ultra-Trail® Hungary 2025 - Salomon Szentendre Trail,1640 M+,54 KM
12992,Trail de Haute Provence 2025 - THP160 relai,7338 M+,168.3 KM
12991,TURMALINA ULTRA RUN 2025 - TURMALINA - FAST 6K,160 M+,6 KM
12987,Salomon Ultra-Trail® Hungary 2025 - Salomon Szentlászló Trail,3100 M+,85 KM
12986,TokyoGrandTrail 2025 - TokyoGrandTrail 200km,13500 M+,196 KM
12984,Torrencial Chilie by UTMB 2025 - PILOLCURA 100K,3500 M+,95 KM
12983,Podbrdo Trail Running Festival 2025 - UTP 100+ km,6420 M+,103.8 KM
12978,Top Dolomites Trail Run 2025 - Short Trail,690 M+,10 KM
